,SUSHI/USDT,BTS/USDT,INJ/USDT,RDNT/USDT,ZRX/USDT,HIGH/USDT,WAVES/USDT,SPELL/USDT,XTZ/USDT,BNB/USDT,DAR/USDT,HNT/USDT,JOE/USDT,ETC/USDT,XMR/USDT,ALICE/USDT,HOOK/USDT,REEF/USDT,BAT/USDT,DOGE/USDT,TRX/USDT,STORJ/USDT,SNX/USDT,XLM/USDT,IOTX/USDT,DASH/USDT,UMA/USDT,KAVA/USDT,RUNE/USDT,APE/USDT,BLUEBIRD/USDT,BNX/USDT,OP/USDT,KEY/USDT,DGB/USDT,SKL/USDT,FOOTBALL/USDT,TOMO/USDT,MTL/USDT,LTC/USDT,KSM/USDT,TRB/USDT,MANA/USDT,FLOW/USDT,CHR/USDT,GAL/USDT,USDC/USDT,OGN/USDT,RNDR/USDT,SC/USDT,STMX/USDT,KNC/USDT,SRM/USDT,BLUR/USDT,ENJ/USDT,ATOM/USDT,ENS/USDT,ATA/USDT,AGIX/USDT,IOST/USDT,HBAR/USDT,ZEC/USDT,IDEX/USDT,GALA/USDT,EDU/USDT,GTC/USDT,ALGO/USDT,LRC/USDT,STG/USDT,STX/USDT,ARPA/USDT,CELO/USDT,QNT/USDT,1INCH/USDT,T/USDT,LINA/USDT,AR/USDT,FIL/USDT,SOL/USDT,BLZ/USDT,COMBO/USDT,GMT/USDT,XVS/USDT,GMX/USDT,BAND/USDT,LDO/USDT,XRP/USDT,FTT/USDT,CRV/USDT,BEL/USDT,DOT/USDT,ONE/USDT,APT/USDT,ANKR/USDT,RAY/USDT,API3/USDT,CVC/USDT,ASTR/USDT,HOT/USDT,QTUM/USDT,IOTA/USDT,ADA/USDT,LIT/USDT,YFI/USDT,ETH/USDT,ALPHA/USDT,WOO/USDT,SFP/USDT,RLC/USDT,BTCST/USDT,1000XEC/USDT,FXS/USDT,CFX/USDT,AUDIO/USDT,ID/USDT,HFT/USDT,NEO/USDT,UNFI/USDT,SAND/USDT,CTK/USDT,LINK/USDT,MINA/USDT,CELR/USDT,RSR/USDT,REN/USDT,LPT/USDT,JASMY/USDT,PHB/USDT,EGLD/USDT,LUNA2/USDT,ONT/USDT,VET/USDT,IMX/USDT,LQTY/USDT,COTI/USDT,CVX/USDT,ARB/USDT,BAKE/USDT,GRT/USDT,FLM/USDT,MASK/USDT,EOS/USDT,BAL/USDT,COCOS/USDT,SUI/USDT,DENT/USDT,TRU/USDT,CKB/USDT,SSV/USDT,C98/USDT,ZEN/USDT,NEAR/USDT,BCH/USDT,1000SHIB/USDT,ANT/USDT,TLM/USDT,AAVE/USDT,ICP/USDT,1000LUNC/USDT,RAD/USDT,AVAX/USDT,MAGIC/USDT,ROSE/USDT,MATIC/USDT,MKR/USDT,PEOPLE/USDT,THETA/USDT,UNI/USDT,PERP/USDT,RVN/USDT,NKN/USDT,KLAY/USDT,DEFI/USDT,COMP/USDT,BTCDOM/USDT,BTC/USDT,OMG/USDT,ICX/USDT,1000PEPE/USDT,FET/USDT,LEVER/USDT,1000FLOKI/USDT,FTM/USDT,AMB/USDT,SXP/USDT,XEM/USDT,ZIL/USDT,AXS/USDT,DYDX/USDT,OCEAN/USDT,CHZ/USDT,DUSK/USDT,CTSI/USDT,ACH/USDT
ZEN/USDT,0.759309415,0.345844551,0.662565085,0.765271111,0.788987359,0.770591981,0.736241566,0.807766682,0.786757001,0.727979551,0.753777978,0.526454254,0.749056029,0.698800844,0.665813586,0.850182977,0.711220122,0.704188714,0.825368666,0.638995303,0.608057913,0.695040547,0.651480779,0.755846021,0.775657413,0.809555087,0.905456748,0.680806782,0.804083902,0.720108373,0.800594798,0.714050468,0.671797689,0.49629577,0.822066434,0.747098765,0.564378199,0.686214825,0.608103896,0.746811872,0.780355,0.564949387,0.793686133,0.760363684,0.827205085,0.747419191,0.211951923,0.784115809,0.668895845,0.214338613,0.777276843,0.714128623,0.322613152,0.857625293,0.794614784,0.730467431,0.712642913,0.778191294,0.646280479,0.819046028,0.760003126,0.807754322,0.709032103,0.688756391,0.668429511,0.699230407,0.777015294,0.786292048,0.565513281,0.640651865,0.617307452,0.734463749,0.655613381,0.734061358,0.696324675,0.62609933,0.72369001,0.711241744,0.714052051,0.734445287,0.921918284,0.746001116,0.914785631,0.694465765,0.652507353,0.67218131,0.658763574,0.410364486,0.732863995,0.680871011,0.819185596,0.80133491,0.658705917,0.660571894,0.511944337,0.707032017,0.573036409,0.822577591,0.77129402,0.801026666,0.83075892,0.798046078,0.567306698,0.722560102,0.775016303,0.714540336,0.70727897,0.660282174,0.54136383,,0.740708404,0.623502452,0.752325622,0.696456448,0.699126864,0.884759802,0.755672494,0.622202288,0.817329139,0.55137594,0.785238473,0.828870515,0.758765205,0.702000589,0.685997764,0.788381645,0.681592238,0.813422649,0.70249637,0.608733395,0.785994901,0.837587709,0.713770548,0.766466178,0.725557647,0.71427106,0.649198058,0.797631816,0.736000143,0.616448903,0.54804479,0.706693277,0.744987895,0.496858218,0.854275141,0.759585939,0.716070312,0.765918177,0.707391603,0.764550969,1,0.793357861,0.781695969,0.680793202,0.670653156,0.906369337,0.79554718,0.782830586,0.434074426,0.501602793,0.801931625,0.732217042,0.774333042,0.717087096,0.671129534,0.671599945,0.805028803,0.765999379,0.901191657,0.69087336,0.590690001,0.581874462,0.876834776,0.758116571,-0.446717279,0.77172301,0.72673563,0.712572538,0.611315032,0.619363157,0.833388594,0.911380558,0.771492787,0.59187988,0.66757436,0.657289746,0.799715475,0.736094044,0.679192594,0.686322092,0.642912608,0.701100487,0.705419234,0.766211347
FOOTBALL/USDT,0.544743876,,0.504407383,0.505028057,0.549637954,0.520475597,0.620266131,0.600596038,0.536454033,0.574381209,0.551149904,0.423002043,0.500406378,0.519938394,0.500400899,0.621620716,0.553499832,0.534203528,0.583085193,0.44931423,0.473682692,0.57266619,0.487662551,0.571737943,0.613807053,0.538035304,0.779577408,0.546999385,0.64213013,0.570481952,0.673481627,0.592721459,0.536724898,0.611034005,0.592580231,0.507957214,1,0.456956703,0.532866179,0.542772227,0.549999758,0.495299455,0.573107276,0.605847603,0.584080217,0.533860648,0.095327522,0.628227383,0.405202357,,0.64722614,0.621215459,0.440388764,0.676677236,0.603768991,0.60398131,0.585037592,0.526862322,0.45625784,0.578415745,0.510155357,0.538493109,0.575590842,0.494655466,0.55535414,0.47935897,0.713638655,0.564350755,0.421276201,0.368282763,0.420560915,0.561314466,0.680095721,0.513069322,0.590047397,0.393430786,0.553405628,0.501223123,0.65432573,0.517581092,0.72968022,0.603775181,0.754139645,0.543106552,0.508424275,0.509265707,0.527742734,0.502699356,0.571490154,0.441799587,0.571287098,0.571575094,0.54695472,0.488905402,0.520135745,0.548313731,0.583708052,0.632968222,0.553938654,0.586263382,0.590141261,0.57326644,0.407130439,0.588086815,0.582890134,0.43870083,0.501357822,0.418826737,0.426417577,,0.574162931,0.487463607,0.493321641,0.494506837,0.571413972,0.56978245,0.486015117,0.575387613,0.605222082,0.456346699,0.624041729,0.571530629,0.501856863,0.576363448,0.431722492,0.582597895,0.514352429,0.516569991,0.486182537,0.476948725,0.512940626,0.602026129,0.511395771,0.520931976,0.548919905,0.508395933,0.463072849,0.540070239,0.499360212,0.568834314,0.371771978,0.542746102,0.539874727,0.26090217,0.783419852,0.583154247,0.540052623,0.445288775,0.450116653,0.482467477,0.564378199,0.583563703,0.539124508,0.522356049,0.451724712,0.720358757,0.595006955,0.595654595,0.268424372,0.253001325,0.583584038,0.533388882,0.565194018,0.64434041,0.470946897,0.487119133,0.563250049,0.599738724,0.593211986,0.422270562,0.39601334,0.393123454,0.66281327,0.596689551,-0.3625552,0.553461021,0.522081472,0.490994683,0.53529934,0.512361772,0.589292208,0.845651008,0.531362943,0.487496846,0.383616677,0.49682057,0.594868796,0.590046549,0.402147726,0.47991269,0.77621381,0.483095126,0.491927486,0.467255955
SAND/USDT,0.732634862,0.31023697,0.684611988,0.687916627,0.75366613,0.819626283,0.749281465,0.791656635,0.795569757,0.747803304,0.735860336,0.562894696,0.72003121,0.705041364,0.639558545,0.859008732,0.712989574,0.68941265,0.819558031,0.656849649,0.608807025,0.688033238,0.651230088,0.776339986,0.758898789,0.764360071,0.864350456,0.672669801,0.841484652,0.746320571,0.813775223,0.671042403,0.678569864,0.588009707,0.795690604,0.727801371,0.605222082,0.641702656,0.628861145,0.731287219,0.785715121,0.546666796,0.908845166,0.782482637,0.811864907,0.755274085,0.185880874,0.751913617,0.664618287,0.225342323,0.72323543,0.749648323,0.342459111,0.775663375,0.881858167,0.759475046,0.730647528,0.728036347,0.674774691,0.779431906,0.738638622,0.764107283,0.710336,0.766135255,0.598836023,0.664541863,0.832804735,0.795060255,0.546706547,0.663334291,0.601593004,0.714877175,0.659732424,0.706609692,0.725270535,0.620967191,0.734321213,0.683226908,0.750962713,0.709747926,0.809468359,0.785197539,0.875454787,0.698768409,0.629550659,0.664556091,0.672427779,0.41955289,0.74466134,0.662305995,0.803635317,0.791430363,0.673616617,0.653540688,0.499242377,0.719642254,0.567081776,0.829975446,0.755199517,0.775943117,0.808534913,0.810792012,0.513692838,0.699363866,0.773610778,0.694742608,0.713905669,0.594727415,0.540794419,,0.727901312,0.587875926,0.735675851,0.688493615,0.688015029,0.833345344,0.705196791,0.562833019,1,0.537655437,0.777716407,0.781684047,0.726207765,0.704976204,0.664305837,0.71696972,0.672754488,0.769093105,0.725991286,0.638844029,0.752054305,0.842267222,0.743874464,0.731951458,0.739658242,0.739519131,0.588797774,0.756500105,0.791255371,0.582058139,0.529438681,0.680043068,0.734847862,0.496341743,0.850499525,0.738112054,0.686156737,0.739366774,0.686406601,0.74682845,0.817329139,0.819504155,0.731189799,0.716627885,0.627104144,0.90538165,0.786227756,0.778787803,0.457878712,0.448845111,0.815120008,0.709457731,0.732236289,0.748598712,0.70170301,0.641932165,0.797699302,0.760469186,0.85074502,0.676595409,0.543379456,0.588912125,0.872349088,0.783788334,-0.465044766,0.764781391,0.706708142,0.7205818,0.542555083,0.678269211,0.789423429,0.879922417,0.784521464,0.60882091,0.607604452,0.647880549,0.802668458,0.809777167,0.639585864,0.648175378,0.70338158,0.604644601,0.685693371,0.783012258
QTUM/USDT,0.725988462,0.317432498,0.648399904,0.685450919,0.771950945,0.711824035,0.727995333,0.783857073,0.815946902,0.740730252,0.741564011,0.529018394,0.673438563,0.764662297,0.687198949,0.819356261,0.59799608,0.680377015,0.811361174,0.621062073,0.654498454,0.722446534,0.65521097,0.748958129,0.736247801,0.786691086,0.871379773,0.673354539,0.78309255,0.722481501,0.783627624,0.596317088,0.694488768,0.475014276,0.782411938,0.726353974,0.586263382,0.653104255,0.655155069,0.719189702,0.770981616,0.544487255,0.755494443,0.752340851,0.788594995,0.685291904,0.183737747,0.746833322,0.538471524,0.229490477,0.737938459,0.72915061,0.402443876,0.788275261,0.780858716,0.728326391,0.734065076,0.734571136,0.530552487,0.8334734,0.707612939,0.764290145,0.638199172,0.663744373,0.612337196,0.659414103,0.780201747,0.752843294,0.509281363,0.546179067,0.613606323,0.721121379,0.633670096,0.733999257,0.627989769,0.643664474,0.671562902,0.672195493,0.712787325,0.709704612,0.835839126,0.71551695,0.867174435,0.593554936,0.650549821,0.642003131,0.649875333,0.463418113,0.722914481,0.719444189,0.789766307,0.75754856,0.635650787,0.668742497,0.541764421,0.704310549,0.6158975,0.692250236,0.743381949,1,0.815136945,0.781983318,0.507788449,0.731234766,0.773114781,0.722026237,0.656479833,0.604161125,0.537995311,,0.761432877,0.536003733,0.716133735,0.684422187,0.661607598,0.866710954,0.856733673,0.641137921,0.775943117,0.541935719,0.767446357,0.670328647,0.747650015,0.687877742,0.71352146,0.754870478,0.656567737,0.692034125,0.667218196,0.568001848,0.847068047,0.869291266,0.667453917,0.625159962,0.718259497,0.698256528,0.569736181,0.769989892,0.698412005,0.616689294,0.547778438,0.736395944,0.730378429,0.425090186,0.832810609,0.777164621,0.556537536,0.639781266,0.667047619,0.704851641,0.801026666,0.784316748,0.792766493,0.65409746,0.635754056,0.864602136,0.765089416,0.74891021,0.402204426,0.391915372,0.797739333,0.606869601,0.706195272,0.730723223,0.689814299,0.628587876,0.803875181,0.737185326,0.781754957,0.692849466,0.572925785,0.605298359,0.867117654,0.754879118,-0.420725855,0.780951475,0.85052118,0.745186338,0.542038317,0.553101936,0.783766426,0.898753553,0.726201131,0.60494505,0.624234817,0.696455144,0.786624174,0.731258376,0.626924708,0.665544068,0.666570916,0.592813181,0.704355414,0.740938467
DGB/USDT,0.710715201,0.314998416,0.696239866,0.782399337,0.778563634,0.754268381,0.716694824,0.793356025,0.748871885,0.714922682,0.747852764,0.515775561,0.730181247,0.697517124,0.62536766,0.821242402,0.727782933,0.679199221,0.794993654,0.646735583,0.620682632,0.710494355,0.617218977,0.749205272,0.7654007,0.786988337,0.904877125,0.646726567,0.808409784,0.709494824,0.803159419,0.66073542,0.662140532,0.476329529,1,0.716316877,0.592580231,0.650292536,0.615124713,0.727813586,0.748203133,0.555225144,0.751364316,0.757971057,0.803280967,0.734310148,0.207261961,0.757623813,0.646773334,0.176232612,0.750833616,0.704699828,0.381043893,0.808961054,0.783794908,0.720077092,0.703205356,0.734353729,0.65167013,0.772756348,0.704581742,0.776959957,0.678374167,0.660140346,0.643130788,0.700138302,0.794125961,0.782137794,0.566909398,0.609836921,0.600895779,0.723840164,0.644861182,0.739492541,0.71258182,0.659808636,0.705724577,0.70883921,0.705981444,0.704398293,0.888633337,0.711871391,0.869382763,0.661036623,0.663420654,0.685291138,0.643172594,0.433477776,0.715443439,0.639866252,0.790816934,0.782139614,0.647215205,0.671239658,0.522507793,0.699196775,0.57068288,0.836290696,0.742998606,0.782411938,0.783529669,0.769551828,0.536336149,0.733194292,0.76882989,0.701658431,0.689886486,0.574584823,0.542678079,,0.738264952,0.643039668,0.715901536,0.703580052,0.699006322,0.886313713,0.714156201,0.570665892,0.795690604,0.511894546,0.769720606,0.725569573,0.726871165,0.692682523,0.699996335,0.755657472,0.663214189,0.756716122,0.673537456,0.590948086,0.764274073,0.820499497,0.70179719,0.75349549,0.7401427,0.710325559,0.657609318,0.768600878,0.732099211,0.594238583,0.555542514,0.680615352,0.728721754,0.521637431,0.846169462,0.758001779,0.703268883,0.751165977,0.705166867,0.738779777,0.822066434,0.785876638,0.76028631,0.685032592,0.619005427,0.89617249,0.785094837,0.758159261,0.415571188,0.490888411,0.79305938,0.74939816,0.714954745,0.723748781,0.703744298,0.650204214,0.783642659,0.72152381,0.856664999,0.671641223,0.627573052,0.57575528,0.86029854,0.731203611,-0.430774409,0.768025028,0.707669117,0.718091796,0.673849596,0.63237647,0.839001265,0.887372049,0.763145082,0.675073984,0.611531927,0.647905657,0.785129344,0.724926779,0.638676229,0.65162127,0.623692751,0.636140044,0.707562152,0.776312229
ALICE/USDT,0.773701575,0.291837279,0.736574814,0.762150332,0.791277446,0.814369645,0.760971689,0.841407692,0.781048536,0.751734897,0.790313697,0.554074897,0.7666924,0.723328137,0.663757959,1,0.742836811,0.740811618,0.824916103,0.65600358,0.647204398,0.733409386,0.666268611,0.761898655,0.804416467,0.79183562,0.897423534,0.700505603,0.844288406,0.749371579,0.845907452,0.648115465,0.697165908,0.54803848,0.821242402,0.765666427,0.621620716,0.701307471,0.653624214,0.743339491,0.782938223,0.567187081,0.842434232,0.788148543,0.862839161,0.791403588,0.167456081,0.829240574,0.708553487,0.208418518,0.758903358,0.749192917,0.378244576,0.798539364,0.852801914,0.772533282,0.773070219,0.767424012,0.654362519,0.810497279,0.740627273,0.786519191,0.67623083,0.745857558,0.636907796,0.721621735,0.809911975,0.794270268,0.593549599,0.663511556,0.648934373,0.73801599,0.685392434,0.753226087,0.744375232,0.644639494,0.735978328,0.702688711,0.757736546,0.752191623,0.90382601,0.756205788,0.860932712,0.677853212,0.705944532,0.70517253,0.666382404,0.458623477,0.749354544,0.727034312,0.827693396,0.812987872,0.672384963,0.691008422,0.542664184,0.78081164,0.603910508,0.849789359,0.79225056,0.819356261,0.814267304,0.815547192,0.579899887,0.723773823,0.768667751,0.724209672,0.758059121,0.651810642,0.537358971,,0.749254273,0.642697339,0.756093333,0.737642454,0.665945269,0.822616312,0.726905013,0.674253735,0.859008732,0.551710273,0.792258415,0.776994623,0.770313986,0.732601113,0.698284474,0.773237149,0.716080779,0.788278011,0.702061363,0.653045158,0.791460478,0.857121634,0.746333017,0.756167623,0.76215408,0.741554286,0.582557642,0.821942662,0.792758297,0.599270686,0.574460709,0.710650512,0.745536865,0.554618405,0.869859488,0.775415942,0.738748659,0.735765903,0.694134061,0.768047576,0.850182977,0.812017228,0.752257983,0.684995752,0.684392521,0.907945111,0.784647857,0.809498993,0.465569338,0.484028063,0.819810494,0.739428271,0.768578696,0.749505152,0.68610731,0.684492481,0.833341116,0.769240749,0.886562419,0.715337879,0.61628078,0.595300154,0.893322181,0.750153958,-0.457530919,0.770891079,0.723557995,0.734121324,0.647872066,0.671448199,0.852293669,0.903009249,0.808941722,0.613019759,0.644808769,0.682627194,0.823037068,0.790249813,0.687805484,0.724634524,0.700717211,0.693438469,0.740798037,0.807402626
TRB/USDT,0.521291807,0.247562799,0.570529465,0.717287051,0.517885015,0.813379633,0.500799037,0.725112465,0.54059608,0.508757516,0.511585675,0.424124358,0.718112939,0.466085634,0.429604203,0.567187081,0.790761694,0.486538219,0.558380239,0.443466292,0.363973542,0.502236882,0.46410673,0.506961405,0.555167359,0.508794338,0.887905617,0.484174182,0.518355096,0.52239139,0.72413979,0.717670233,0.50538909,0.44743801,0.555225144,0.504244714,0.495299455,0.484552801,0.419496362,0.487764326,0.518483506,1,0.532884987,0.483737204,0.521487604,0.562848724,0.179223526,0.537792694,0.68253437,0.183382192,0.441357418,0.520104122,0.221503021,0.81652585,0.54726391,0.449436249,0.496682814,0.507607621,0.723349041,0.50653402,0.469213528,0.541500702,0.746883562,0.469858253,0.595827635,0.501799389,0.538047623,0.523474967,0.503962808,0.599646716,0.45056739,0.515806956,0.550823395,0.502066327,0.735796667,0.428360206,0.548839046,0.516634517,0.495772905,0.505675947,0.905115578,0.511445324,0.893365435,0.702567214,0.529102586,0.637203376,0.472865399,0.344413919,0.467623753,0.456546169,0.531186694,0.571602774,0.600239992,0.444421309,0.344035814,0.50338169,0.412378147,0.838806157,0.533040426,0.544487255,0.524420243,0.551218823,0.384666896,0.539257595,0.493789944,0.525871948,0.487553251,0.453690538,0.373781036,,0.525013012,0.672388693,0.750468129,0.480456594,0.656884567,0.843122521,0.458534646,0.508271096,0.546666796,0.415431377,0.589567193,0.728752998,0.512182313,0.576496096,0.495669028,0.520403263,0.479151385,0.782632131,0.454865562,0.53265149,0.516177285,0.562517969,0.508900732,0.758032684,0.511336969,0.655228943,0.601635507,0.588876951,0.520510514,0.478252853,0.3765783,0.508692387,0.475721907,0.54811397,0.812583358,0.546377271,0.724448608,0.732404539,0.679055723,0.511544336,0.564949387,0.500594026,0.438465779,0.463402474,0.423037096,0.919003936,0.529083736,0.721486727,0.363940921,0.468697026,0.543584665,0.78716003,0.477846029,0.514733655,0.43192845,0.525341174,0.596130052,0.482938093,0.894355987,0.510455873,0.423498313,0.438731374,0.647638959,0.529784368,-0.325116663,0.490843806,0.48144197,0.49053063,0.607965743,0.680816909,0.867540238,0.895502061,0.566594623,0.620770856,0.447266511,0.436163754,0.519623871,0.550682273,0.443946454,0.587360763,0.480071358,0.499657429,0.524310387,0.773400587
PERP/USDT,0.847045666,,0.638047177,0.725137954,0.783758059,0.778391741,0.837463597,0.852299775,0.877551327,0.682354773,0.804834521,0.227868008,0.746563081,0.84967314,0.65184563,0.886562419,0.818634044,0.893176621,0.857202209,0.700422372,0.564020786,0.755056968,0.745244465,0.700218869,0.777668947,0.863811571,0.88565851,0.587315134,0.868026955,0.750064236,0.803277075,0.756540131,0.758527191,0.570556453,0.856664999,0.86535401,0.593211986,0.564924207,0.612059888,0.815681524,0.867358207,0.894355987,0.817195966,0.903152844,0.848846829,0.829734825,0.120291236,0.889420363,0.642092633,,0.803927322,0.86239606,,0.836551716,0.81479691,0.84982767,0.890802876,0.856874782,0.843059899,0.890408573,0.723624633,0.853841256,0.690333816,0.83205139,0.599931186,0.76220252,0.82490689,0.856862319,0.676396411,0.680005569,0.434690852,0.799648896,0.713615218,0.83810131,0.85382432,0.532603345,0.874854188,0.851886728,0.82535686,0.902581985,0.918744963,0.818292559,0.886306693,0.661741753,0.837050055,0.704520909,0.527483596,,0.811338152,0.627080863,0.868389823,0.885775454,0.792509586,0.839403976,,0.820876425,,0.843428789,0.798679896,0.781754957,0.813492528,0.770381919,0.876078604,0.764397768,0.766362336,0.633943766,0.691804524,0.820079698,0.681118144,,0.851382339,0.74465488,0.676557785,0.823209042,0.662341032,0.879291792,0.78945281,0.863439111,0.85074502,0.771219695,0.863909824,0.908993423,0.696922902,0.83817856,0.767477344,0.838495368,0.605813615,0.784866676,0.618695354,0.774956692,0.759177529,0.858831281,0.745259183,0.730987803,0.785211089,0.821798161,0.649393574,0.885716996,0.816404888,0.893042061,0.632947211,0.807959566,0.765371355,0.473617427,0.819691494,0.889021805,0.707031569,0.770457005,0.703737968,0.770909049,0.901191657,0.819537776,0.784574217,0.829865114,0.767793862,0.883719986,0.882994342,0.803958806,0.640813037,0.49189476,0.895089073,0.816422481,0.862764839,0.811847198,0.641988027,0.846538606,0.863777825,0.850257911,1,0.894697668,0.760702822,0.566676735,0.898071096,0.880587893,-0.203688378,0.729531499,0.590742683,0.644957047,0.615388638,0.83797172,0.809213394,0.914413048,0.851968346,0.642613563,0.48352038,0.859893576,0.828685044,0.859780523,0.822644909,0.831459931,0.834109683,0.851024096,0.646153802,0.743354922
LTC/USDT,0.688770873,0.305304239,0.598119854,0.685330786,0.703715192,0.640328275,0.650408059,0.721399884,0.720069771,0.696968277,0.651117867,0.515101184,0.717675265,0.702175003,0.65361516,0.743339491,0.693167558,0.632443534,0.750214718,0.625160275,0.543031997,0.62971519,0.612005046,0.702678238,0.67285393,0.83094644,0.798351953,0.587693497,0.755774564,0.674417815,0.766800955,0.647632584,0.656186333,0.632454813,0.727813586,0.654808719,0.542772227,0.573388776,0.566796497,1,0.713737143,0.487764326,0.695150298,0.689636407,0.711713979,0.654815915,0.261406426,0.715957666,0.619620905,0.262725389,0.69707413,0.689822365,0.360643307,0.75164868,0.728544848,0.683668772,0.679479789,0.667836316,0.687262601,0.706012466,0.675575964,0.777213443,0.774281737,0.624670453,0.539336361,0.66758472,0.739704691,0.72934204,0.511665312,0.597217528,0.492941092,0.65095942,0.564371211,0.655267132,0.652197809,0.56776679,0.656557271,0.62394256,0.6679935,0.633825332,0.888389307,0.683855748,0.829918493,0.582486546,0.595302766,0.629908548,0.628832199,0.415430718,0.685414527,0.559289936,0.755801125,0.70540375,0.627676093,0.609609157,0.500456028,0.634233967,0.544708629,0.745716051,0.690893695,0.719189702,0.75883501,0.736013482,0.467437909,0.653572245,0.764389175,0.624511698,0.626831985,0.5029831,0.515171969,,0.674175166,0.641711544,0.670349059,0.663017059,0.606717859,0.779211737,0.642424831,0.508101805,0.731287219,0.481692967,0.744763426,0.741898854,0.682147169,0.586276694,0.581910852,0.673699458,0.613035431,0.698632952,0.623248827,0.561946621,0.693510789,0.743922505,0.664433528,0.731748581,0.677169921,0.670817366,0.532157557,0.69705301,0.654188903,0.514972387,0.579139481,0.702705641,0.725333432,0.4333028,0.783815812,0.696146545,0.646948755,0.669963439,0.648806323,0.646625318,0.746811872,0.685429751,0.758293822,0.615923709,0.571586635,0.846954636,0.728383228,0.669533036,0.41620958,0.454941276,0.722734795,0.680385642,0.658759853,0.686449785,0.671268692,0.658172349,0.693949118,0.743243213,0.815681524,0.625316261,0.490560734,0.544214435,0.804009855,0.688701946,-0.448910345,0.743736159,0.668382912,0.667411886,0.546754625,0.634178666,0.709387102,0.798517647,0.696422543,0.555890724,0.550244549,0.584182832,0.709779223,0.679908934,0.609793273,0.607253482,0.61058254,0.531175913,0.643624393,0.664947244
CVX/USDT,0.684962187,,0.604957296,0.802430655,0.693985126,0.696221552,0.702473483,0.730367621,0.668817347,0.602538179,0.650305254,0.507789184,0.713353197,0.689194679,0.612183406,0.741554286,0.658411161,0.651530002,0.704744447,0.543673064,0.567867155,0.67838737,0.645110548,0.650206354,0.637210651,0.684581363,0.876431387,0.57903437,0.756317884,0.603705541,0.716144835,0.563332551,0.689016785,0.449724059,0.710325559,0.627919028,0.508395933,0.598392405,0.539983474,0.670817366,0.690901101,0.655228943,0.745088417,0.72978806,0.698395087,0.682496073,0.161730434,0.702961708,0.622673721,,0.693845688,0.725872003,0.101035947,0.792502467,0.726956037,0.665901006,0.685699073,0.682893706,0.640904311,0.694157402,0.632644634,0.687546916,0.623753881,0.600591304,0.623680396,0.59314144,0.702404048,0.709344987,0.542342095,0.642764413,0.497311397,0.651460651,0.572902616,0.702787201,0.67523856,0.48912815,0.633402954,0.637994264,0.624017012,0.658029581,0.889601606,0.666609711,0.830528461,0.76141537,0.498750212,0.555364222,0.550972073,0.37301976,0.800124014,0.573332728,0.708165843,0.715607057,0.621338817,0.574252387,0.264500953,0.602849045,0.447951147,0.780610316,0.692530864,0.698256528,0.6835359,0.68623231,0.505698549,0.670344796,0.763625451,0.59664954,0.616542861,0.503193933,0.496107543,,0.633247122,0.658815848,0.731975432,0.605924236,0.655194139,0.824328581,0.636834819,0.725907311,0.739519131,0.638038635,0.701593961,0.690926149,0.625544388,0.66273962,0.580587188,0.6784815,0.569236556,0.716621457,0.577803067,0.678637639,0.65519891,0.731852482,0.647864302,0.723364661,0.616445638,1,0.67849002,0.653608903,0.58585005,0.702789445,0.445666263,0.641241864,0.691934119,0.468728961,0.819027271,0.696743922,0.662221671,0.700958114,0.660363629,0.667370031,0.71427106,0.70038559,0.692031273,0.635131702,0.547463666,0.860754894,0.738032021,0.699902594,0.460007279,0.570660954,0.732272232,0.741833886,0.671597816,0.687859736,0.596500841,0.621653979,0.72172499,0.698548072,0.821798161,0.70328288,0.525414602,0.502087226,0.78270258,0.715866464,-0.399826017,0.719451016,0.581639925,0.637320508,0.700398081,0.580296171,0.760795081,0.860491515,0.672438051,0.519173204,0.502107531,0.592043792,0.70816754,0.677578125,0.595924763,0.522599753,0.606764729,0.580978637,0.599432717,0.748137959
